Number Owned,Card Name,Premium,Set Number,Card Number
4,Abominate,No,9,146
1,Abominate,Yes,9,146
4,From Beyond,No,9,147
4,Prize Sow,No,9,148
4,Shadow Etchings,No,9,149
4,Curtain Call,No,9,150
4,Executioner,No,9,151
4,Lurking Brute,No,9,152
5,Spiritweaver,No,9,153
4,Towering Arachnid,No,9,154
1,Towering Arachnid,Yes,9,154
4,At Any Cost,No,9,155
1,At Any Cost,Yes,9,155
4,"Ayan, Dark Conduit",No,9,156
4,Bartholo's Keepsake,No,9,157
4,Grave Robbery,No,9,158
4,Grave Robbery,Yes,9,158
4,Grisly Contest,No,9,159
1,Grisly Contest,Yes,9,159
4,Hired Gun,No,9,160
1,Hired Gun,Yes,9,160
4,Midnight Hunt,No,9,161
3,Midnight Hunt,Yes,9,161
4,Razor Lash,No,9,162
5,Sewer Crocodile,No,9,163
5,Silverblade Reaper,No,9,164
3,Silverblade Reaper,Yes,9,164
5,Vorpal Cutter,No,9,165
4,Mandrake Shambler,No,9,166
4,"Tasbu, the Tempter",No,9,167
5,Torrent of Filth,No,9,168
2,Torrent of Filth,Yes,9,168
4,Twinned Spiteling,No,9,169
4,Wretched Rats,No,9,170
4,Backbreaker,No,9,171
2,"Elias, Shadow Wing",No,9,172
4,False Demise,No,9,173
5,Murky Tentaclesis,No,9,174
1,Murky Tentaclesis,Yes,9,174
4,Rolant's Enforcer,No,9,175
4,Blade of the Worthy,No,9,176
2,Blade of the Worthy,Yes,9,176
4,Imprison,No,9,177
2,Imprison,Yes,9,177
4,Severin of the Dark,No,9,178
4,The Unforgiven,No,9,179
4,"Vara, Limitless",No,9,180
4,Praxis Vow,No,9,181
1,Praxis Vow,Yes,9,181
4,Sandblast Mage,No,9,182
1,Sandblast Mage,Yes,9,182
1,"Angelica, Praxis Infuser",No,9,183
4,Rakano Cylix,No,9,184
1,Rakano Cylix,Yes,9,184
4,"Ironthorn, Lawman",No,9,185
4,"Marley, Heroic Marshal",No,9,186
1,"Marley, Heroic Marshal",Yes,9,186
4,Skycrag Cylix,No,9,187
4,"Crill, Clan Raider",No,9,188
4,"Kenna, Uncontained",No,9,189
1,"Kenna, Uncontained",Yes,9,189
5,Stonescar Vow,No,9,190
3,Stonescar Vow,Yes,9,190
4,"Syl, Cabal Strongarm",No,9,191
4,"Buh-ton, Death's Reach",No,9,192
3,"Buh-ton, Death's Reach",No,9,192
1,"Buh-ton, Death's Reach",Yes,9,192
4,"Buh-ton, Death's Reach",Yes,9,192
4,Combrei Vow,No,9,193
2,Combrei Vow,Yes,9,193
4,"Genetrix Irel, Wayward",No,9,194
4,"Diana, Faith's Shield",No,9,195
4,Elysian Cylix,No,9,196
4,Wump & Mizo,No,9,197
4,"Danica, Runed Witch",No,9,198
4,Xenan Cylix,No,9,199
4,Hasty Builder,No,9,200
2,"Katra, the First Seal",No,9,201
1,"Katra, the First Seal",Yes,9,201
4,Hooru Vow,No,9,202
2,Hooru Vow,Yes,9,202
4,"Aniyah, Master Sleuth",No,9,203
2,Roshi the Entrancer,No,9,204
4,Argenport Cylix,No,9,205
4,"Bartholo, Beguiling",No,9,206
4,"Rolant, Iron Tyrant",No,9,207
4,"Rolant, Iron Tyrant",Yes,9,207
5,Feln Vow,No,9,208
1,Feln Vow,Yes,9,208
4,Fortune Teller,No,9,209
3,"Rindra, Infiltrator",No,9,210
4,Wandering Beholder,No,9,211
4,Beseech the Throne,No,9,212
3,Beseech the Throne,Yes,9,212
4,Prism Golem,No,9,213
2,Prism Golem,Yes,9,213
4,Wasteland Broker,No,9,214
4,Wasteland Broker,No,9,214
4,Wasteland Broker,Yes,9,214
4,Worldpyre,No,9,215
4,Worldpyre,No,9,215
6,Determination Engine,No,9,216
4,"Coslo, Friendly Scavenger",No,9,329
4,Friends in Low Places,No,9,330
4,Know When to Hold 'em,No,9,331
4,Just Desserts,No,9,332
4,Wyatt's Junkyard,No,9,333
4,Wyatt's Junkyard,Yes,9,333
4,"Kaleb, Executioner",No,9,334
4,"Kaleb, Executioner",Yes,9,334
4,Deleph's Awakening,No,9,335
4,Deleph's Awakening,Yes,9,335
4,Celebration,No,9,336
4,Celebration,Yes,9,336
4,Fire Sale,No,10,13
4,Air Support,No,10,14
1,Air Support,Yes,10,14
4,Explosive Potential,No,10,16
1,Explosive Potential,Yes,10,16
4,Maveloft Quartermaster,No,10,17
3,Maveloft Quartermaster,Yes,10,17
4,"Arach, Razorshaper",No,10,18
4,Bastion Garrison,No,10,26
4,Battle Bear,No,10,27
2,Battle Bear,Yes,10,27
4,Sharp Tactician,No,10,28
2,Sharp Tactician,Yes,10,28
4,Bloodboil Executioner,No,10,31
3,Bloodboil Executioner,Yes,10,31
5,Gleaming Grenadin,No,10,32
3,Gleaming Grenadin,Yes,10,32
6,Bring into Focus,No,10,37
3,Bring into Focus,Yes,10,37
4,Barricade Basher,No,10,38
3,Barricade Basher,Yes,10,38
4,Cast Iron Furnace,No,10,40
4,Cast Out,No,10,41
1,Cast Out,Yes,10,41
4,Clear the Way,No,10,43
5,Cobra Gear,No,10,44
4,Cobra Gear,Yes,10,44
4,Combrei Painting,No,10,45
4,Controlled Demolition,No,10,47
5,Coretap Maximizer,No,10,48
1,Coretap Maximizer,Yes,10,48
4,Covenant Peacekeeper,No,10,49
2,Covenant Peacekeeper,Yes,10,49
4,Customs Officer,No,10,51
4,Customs Officer,No,10,51
4,Plated Hookclaw,No,10,52
1,Plated Hookclaw,Yes,10,52
4,"Ayur, Ageless Behemoth",No,10,53
1,"Ayur, Ageless Behemoth",Yes,10,53
5,Cyber Combustion,No,10,54
4,Cyber Hound,No,10,55
4,Sparking Vermin,No,10,56
1,Sparking Vermin,Yes,10,56
4,D'Angolo Counterfeiter,No,10,58
2,D'Angolo Counterfeiter,Yes,10,58
2,Daru Lee,No,10,60
4,Roaming Cache,No,10,61
4,Deathwing,No,10,62
1,Deathwing,Yes,10,62
4,Learn the Truth,No,10,65
4,"Djang-li, the Misfit",No,10,66
2,"Djang-li, the Misfit",Yes,10,66
4,Rage Grafter,No,10,70
2,Rage Grafter,Yes,10,70
4,Bastion Boltcrafter,No,10,71
1,Bastion Boltcrafter,Yes,10,71
5,Jade Lodestone,No,10,72
1,Jade Lodestone,Yes,10,72
4,Exploit,No,10,73
4,Express Route,No,10,74
4,Fair Exchange,No,10,75
5,Feln Painting,No,10,77
4,Arms Race,No,10,78
3,Arms Race,Yes,10,78
5,Fluctuate Reality,No,10,81
7,Fresh Recruit,No,10,83
4,Fresh Recruit,Yes,10,83
4,From the Heavens,No,10,84
1,From the Heavens,Yes,10,84
4,Ghastly Perfume,No,10,86
5,Gravity Glove,No,10,92
1,Gravity Glove,Yes,10,92
4,Hardiness,No,10,93
2,Hardiness,Yes,10,93
4,Heavy Artillery,No,10,96
4,Hooru Painting,No,10,99
4,Hooru Painting,Yes,10,99
4,Gatecrash Trooper,No,10,100
2,Gatecrash Trooper,Yes,10,100
4,Unexpected Arrival,No,10,102
4,Unexpected Arrival,Yes,10,102
5,Inferno Dance,No,10,103
1,Inferno Dance,Yes,10,103
4,Silver Titan,No,10,104
3,Silver Titan,Yes,10,104
4,Junk Obstructor,No,10,108
2,Junk Obstructor,Yes,10,108
4,Okessa's Audience,No,10,109
4,Okessa's Audience,Yes,10,109
4,"Krull, Xumuc Occultist",No,10,112
4,Kyoju Elevator,No,10,113
4,Battlefield Chanter,No,10,116
2,Battlefield Chanter,Yes,10,116
5,Little Seed,No,10,117
2,Little Seed,Yes,10,117
4,"Lynax, Moltenwing",No,10,119
6,Roving Workshop,No,10,120
1,Roving Workshop,Yes,10,120
4,Mandrake Simulacrae,No,10,122
1,Mandrake Simulacrae,Yes,10,122
1,Matriarch Zende,No,10,125
4,Metalcraft Cadet,No,10,126
4,Metalcraft Cadet,Yes,10,126
5,Metalfang,No,10,127
4,Nectar of Unlife,No,10,129
4,Oni Hybrid,No,10,131
4,Oni Hybrid,Yes,10,131
4,Overdrawn Harvester,No,10,133
1,Overdrawn Harvester,Yes,10,133
4,Overloader,No,10,134
2,Overloader,Yes,10,134
4,Rotoscavenger,No,10,136
1,Rotoscavenger,Yes,10,136
4,Plate Grafter,No,10,138
1,Plate Grafter,Yes,10,138
3,Plea for Aid,No,10,139
4,Powercell,No,10,141
1,Powercell,Yes,10,141
4,Praxis Painting,No,10,142
4,Pyrotech Explosion,No,10,143
5,Raildriver,No,10,144
1,Raildriver,Yes,10,144
4,Razorblades,No,10,145
5,Razorbot,No,10,146
2,Razorbot,Yes,10,146
4,Realign the Stars,No,10,147
4,Shadowsea Expedition,No,10,150
4,Replicated Sellsword,No,10,151
1,Replicated Sellsword,Yes,10,151
4,Rust Grafter,No,10,155
4,Scythe Slash,No,10,156
2,Scythe Slash,Yes,10,156
4,Send an Envoy,No,10,157
5,Send for the Reserves,No,10,158
2,Send for the Reserves,Yes,10,158
4,Send to Market,No,10,159
4,Skimmer Wrangler,No,10,170
1,Skimmer Wrangler,Yes,10,170
4,Skyguard Sentinel,No,10,171
1,Skyguard Sentinel,Yes,10,171
4,Snipe,No,10,173
4,Snipe,Yes,10,173
4,Speed Grafter,No,10,174
4,Passionate Stonehammer,No,10,175
1,Passionate Stonehammer,Yes,10,175
4,Stonescar Painting,No,10,176
1,Stonescar Painting,Yes,10,176
4,Stormhalt Warden,No,10,177
1,Stormhalt Warden,Yes,10,177
4,Tactical Superiority,No,10,179
4,Thundrus & Snooze,No,10,182
4,Hoarding Builder,No,10,183
2,Hoarding Builder,Yes,10,183
4,Stormhalt Battalion,No,10,188
2,Stormhalt Battalion,Yes,10,188
4,Valkyrie Emulator,No,10,194
4,Valkyrie Emulator,Yes,10,194
4,Vine Grafter,No,10,197
3,Vine Grafter,Yes,10,197
4,Maveloft Elite,No,10,198
1,Maveloft Elite,Yes,10,198
5,Wind Channeler,No,10,201
2,Wind Channeler,Yes,10,201
4,Restorative Process,No,10,205
4,Reappropriator,No,10,214
2,Blow the Dam,No,10,215
4,Align the Tesseract,No,10,300
1,Align the Tesseract,Yes,10,300
4,Argo Ironthorn,No,10,302
4,Asri Scout,No,10,303
3,Asri Scout,Yes,10,303
4,Medibot Station,No,10,304
4,Medibot Station,Yes,10,304
4,Autotread,No,10,305
4,Battlemaster Kitaxius,No,10,306
6,Blackout the Skies,No,10,307
1,Blackout the Skies,Yes,10,307
4,Blightpetal,No,10,308
1,Blightpetal,Yes,10,308
4,Gelatinous Form,No,10,309
4,Brash Flamespewer,No,10,310
2,Brash Flamespewer,Yes,10,310
4,Call On Allies,No,10,311
1,Call On Allies,Yes,10,311
4,Bastion Gatekeeper,No,10,312
4,Bastion Gatekeeper,Yes,10,312
5,Raildriver Valkyrie,No,10,313
1,Raildriver Valkyrie,Yes,10,313
4,Downdark Scrounger,No,10,314
5,Stalking Cyberfang,No,10,315
2,Stalking Cyberfang,Yes,10,315
5,Darkwater Vines,No,10,316
2,Darkwater Vines,Yes,10,316
4,Diabolic Machinations,No,10,317
5,Shambling Sapsucker,No,10,319
1,Shambling Sapsucker,Yes,10,319
6,Drifting Drone,No,10,320
2,Drifting Drone,Yes,10,320
4,Fatal Misstep,No,10,321
4,D'Angolo Strongarm,No,10,322
1,D'Angolo Strongarm,Yes,10,322
4,Flamepack Incinerator,No,10,323
1,Flamepack Incinerator,Yes,10,323
6,Pesky Wirechewer,No,10,324
4,Forge Sanitizer,No,10,325
4,Frostbite,No,10,326
2,Frostbite,Yes,10,326
6,Frostclaw Rider,No,10,327
1,Frostclaw Rider,Yes,10,327
4,Coveted Gemstone,No,10,328
1,Coveted Gemstone,Yes,10,328
4,Glimpse Another Age,No,10,329
4,Gloves of the Pyromancer,No,10,330
6,Grubbot,No,10,331
4,Tesseract's Technique,No,10,332
4,Daring Swordmaster,No,10,333
3,Daring Swordmaster,Yes,10,333
4,Hookblade Infuser,No,10,334
1,Hookblade Infuser,Yes,10,334
4,The Great Kudzu,No,10,335
4,"Izha Chi, Daredevil",No,10,336
1,"Izha Chi, Daredevil",Yes,10,336
4,Scrapmetal Fury,No,10,337
2,Scrapmetal Fury,Yes,10,337
5,Xumuc Whisper,No,10,338
5,Laser Blast,No,10,339
4,Lord Steyer's Tower,No,10,340
4,Kudzu's Technique,No,10,341
4,Shorthopper,No,10,342
4,Venomous Nightshade,No,10,343
4,Moldermuck,No,10,344
4,Moldermuck,Yes,10,344
4,Toll of Warfare,No,10,345
1,Toll of Warfare,Yes,10,345
4,Xumuc Coercion,No,10,346
1,Xumuc Coercion,Yes,10,346
5,Expand the Reach,No,10,347
3,Expand the Reach,Yes,10,347
4,Overmax Wand,No,10,348
4,Partnership Agreement,No,10,349
1,Partnership Agreement,Yes,10,349
4,Pollensprayer,No,10,350
4,Redplate Crasher,No,10,351
4,Root Ripper,No,10,352
1,Root Ripper,Yes,10,352
3,"Opum, the Gemblazer",No,10,353
4,Opum's Technique,No,10,354
4,Invasive Creeper,No,10,355
4,Shadowfang Valkyrie,No,10,356
4,Shadowsea Rising,No,10,357
5,Shoal Stirrings,No,10,358
4,Shoaldredger,No,10,359
3,Shoaldredger,Yes,10,359
4,Shock Troops,No,10,360
4,Shock Troops,Yes,10,360
4,Sidestreet Monitor,No,10,361
4,Siege Supplier,No,10,362
1,Siege Supplier,Yes,10,362
4,Silver Slicer,No,10,363
2,Silver Slicer,Yes,10,363
4,Patroller's Glaive,No,10,364
4,Sludge Blade,No,10,365
2,Sludge Blade,Yes,10,365
2,"Snapyx, Deathstalker",No,10,366
4,Málaga League Diver,No,10,367
1,Málaga League Diver,Yes,10,367
5,Vicious Overgrowth,No,10,368
3,Goldplate Goliath,No,10,369
4,Titan Foundry,No,10,370
4,Relay Point,No,10,371
1,Relay Point,Yes,10,371
4,"Dichro, Vindicated",No,10,372
4,Tools of Oppression,No,10,373
4,Pinnacle of the Reach,No,10,374
4,Travelers' Fair,No,10,375
5,Encroaching Vine,No,10,376
2,Encroaching Vine,Yes,10,376
4,Vicious Raildriver,No,10,377
4,Invasive Species,No,10,378
1,Invasive Species,Yes,10,378
4,Dichro's Technique,No,10,379
4,Shadowcreeper,No,10,380
1,Shadowcreeper,Yes,10,380
4,Vine Tangler,No,10,381
1,Vine Tangler,Yes,10,381
5,Watchwing Support,No,10,382
2,Watchwing Support,Yes,10,382
4,Trade Agreement,No,10,383
4,Promenade Patrol,No,10,384
1,Promenade Patrol,Yes,10,384
4,Málaga Munitions,No,10,385
2,Málaga Munitions,Yes,10,385
4,Beacon of War,No,10,386
2,Beacon of War,Yes,10,386
4,Builder's Decree,No,10,387
4,Onoris Roa,No,10,388
5,Forbidden Tree,No,10,389
1,Forbidden Tree,Yes,10,389
4,Goliath Flytrap,No,10,390
4,Glen Scout,No,10,391
6,Steyer's Beckoning,No,10,392
4,Steyer's Beckoning,Yes,10,392
6,Emerald Overcharger,No,10,393
4,Emerald Overcharger,Yes,10,393
5,Shadow Walk Cloak,No,10,394
1,Shadow Walk Cloak,Yes,10,394
4,Exotic Purchase,No,10,395
6,Amber Lock,No,10,396
4,Amber Lock,Yes,10,396
4,Replication Cell,No,10,397
1,Replication Cell,Yes,10,397
4,Argo's Technique,No,10,398
4,Stakeout,No,10,399
1,Stakeout,Yes,10,399
4,Auren Taxation,No,10,400
3,"Rhum, First Constructor",No,10,401
4,Martial Efficiency,No,10,402
4,Incineration,No,10,403
2,Incineration,Yes,10,403
4,The Speaking Circle,No,10,404
4,"Tayana, the Mender",No,10,405
4,"Tayana, the Mender",Yes,10,405
4,Dichro's Ruin,No,10,406
4,Scrapfind Skimmer,No,10,407
4,"Talir, Timejumper",No,10,408
4,"Talir, Timejumper",Yes,10,408
4,"Jolu, the Gift-Giver",No,10,409
4,Genetor Dovid I,No,10,410
4,Genetor Dovid I,Yes,10,410
4,"Inoa, Elevator Overseer",No,10,411
4,"Inoa, Elevator Overseer",Yes,10,411
4,Lord Balancer Steyer,No,10,412
4,"Belax, the Ravenous",No,10,413
4,"Belax, the Ravenous",Yes,10,413
4,Fire Sketch,No,11,1
5,Rune of Flame,No,11,2
1,Rune of Flame,Yes,11,2
4,Agile Strike,No,11,3
4,Raging Jackal,No,11,4
2,Raging Jackal,Yes,11,4
5,Sentinel Mold,No,11,5
4,Spiny Grenadin,No,11,6
1,Spiny Grenadin,Yes,11,6
4,Blitz Stone,No,11,7
2,Blitz Stone,Yes,11,7
4,Bloodspear Footsoldier,No,11,8
3,Bloodspear Footsoldier,Yes,11,8
4,D'Angolo Houndmaster,No,11,9
1,D'Angolo Houndmaster,Yes,11,9
4,Detonation Cannon,No,11,10
4,Detonation Cannon,Yes,11,10
6,Inoa's Fury,No,11,11
3,Inoa's Fury,Yes,11,11
5,Recycle,No,11,12
1,Recycle,Yes,11,12
4,Rocketblaster,No,11,13
1,Rocketblaster,Yes,11,13
4,Awakened Instigator,No,11,14
4,Evoker,No,11,15
1,Evoker,Yes,11,15
4,Last Line Defender,No,11,16
4,Mercenary Vanguard,No,11,17
4,Mercenary Vanguard,Yes,11,17
5,Rampaging Commando,No,11,18
1,Rampaging Commando,Yes,11,18
4,Sanity Scorcher,No,11,19
1,Sanity Scorcher,Yes,11,19
6,Retrofitted Sentinel,No,11,20
2,Retrofitted Sentinel,Yes,11,20
4,Roar of Defiance,No,11,21
6,Sentinel Sifter,No,11,22
2,Sentinel Sifter,Yes,11,22
4,Soaring Crasher,No,11,23
4,Spearfrenzy Warrior,No,11,24
1,Spearfrenzy Warrior,Yes,11,24
1,Callous Triggerman,No,11,25
2,Callous Triggerman,Yes,11,25
4,Challenger's Axe,No,11,26
1,Challenger's Axe,Yes,11,26
4,Hellfire Valkyrie,No,11,27
4,"Azrog, Streetbreaker",No,11,28
4,Lava Burst,No,11,29
1,Lava Burst,Yes,11,29
2,Doomsday Assembly,No,11,30
1,Pivotal Moment,No,11,31
1,Pivotal Moment,Yes,11,31
7,Rune of Relocation,No,11,32
4,Time Sketch,No,11,33
4,Behold the Truth,No,11,34
1,Behold the Truth,Yes,11,34
5,Cloaked Guide,No,11,35
1,Cloaked Guide,Yes,11,35
5,Telekinetic Shackles,No,11,36
3,Telekinetic Shackles,Yes,11,36
4,Battlewise Elite,No,11,37
4,Bound by Oath,No,11,38
4,Open Way Supplier,No,11,39
6,Tactical Expertise,No,11,40
2,Tactical Expertise,Yes,11,40
4,Thunderfist Striker,No,11,41
4,Concealed Veteran,No,11,42
1,Concealed Veteran,Yes,11,42
5,Conspire,No,11,43
4,Dashing Scoundrel,No,11,44
4,Frontline Healer,No,11,45
4,Infuse with Venom,No,11,46
1,Infuse with Venom,Yes,11,46
5,Maveloft Botanist,No,11,47
1,Maveloft Botanist,Yes,11,47
4,Meditative Trance,No,11,48
4,Nurturing Sentinel,No,11,49
1,Nurturing Sentinel,Yes,11,49
4,Rowhammer,No,11,50
1,Rowhammer,Yes,11,50
4,Sticky Flytrap,No,11,51
2,Sticky Flytrap,Yes,11,51
4,Bonemask,No,11,52
4,Illuminator,No,11,53
4,"Kanya, Ironthorn Envoy",No,11,54
4,Nectar Snare Lotus,No,11,55
3,Nectar Snare Lotus,Yes,11,55
4,Growing Sludge,No,11,56
4,The Last Carnosaur,No,11,57
4,"Etio, Chief Examiner",No,11,58
6,Populace Controller,No,11,59
4,Supply Lines,No,11,60
5,Reset the Day,No,11,61
4,Valiant Guardian,No,11,62
4,Justice Sketch,No,11,63
4,Rune of Law,No,11,64
4,Rune of Law,Yes,11,64
4,Well-Laid Trap,No,11,65
4,Awakening,No,11,66
2,Awakening,Yes,11,66
4,Reliable Troops,No,11,67
2,Reliable Troops,Yes,11,67
4,Auren Brute,No,11,68
3,Auren Brute,Yes,11,68
4,Custom Munitions,No,11,69
5,Diplomatic Immunity,No,11,70
3,Diplomatic Immunity,Yes,11,70
4,Iron Priestess,No,11,71
4,Tower Inspector,No,11,72
2,Tower Inspector,Yes,11,72
5,Ursa Squadron,No,11,73
3,Ursa Squadron,Yes,11,73
4,Auren Jailer,No,11,74
3,Endless Steps,No,11,75
4,Genius Combatant,No,11,76
1,Genius Combatant,Yes,11,76
4,Invisible Wall,No,11,77
1,Invisible Wall,Yes,11,77
4,"Kako, the Bodyguard",No,11,78
4,Manacles,No,11,79
6,Modready Drone,No,11,80
3,Modready Drone,Yes,11,80
4,Pumpwerks Engineer,No,11,81
1,Pumpwerks Engineer,Yes,11,81
4,Recruitment Effort,No,11,82
5,Skysweeper,No,11,83
5,Topple,No,11,84
3,Topple,Yes,11,84
5,Valkyrie Station,No,11,85
2,Valkyrie Station,Yes,11,85
1,Experimental Forcefield,No,11,86
4,Offbook Officer,No,11,87
5,Overthrow,No,11,88
1,Overthrow,Yes,11,88
5,Staunch Protector,No,11,89
3,Staunch Protector,Yes,11,89
3,Greatblade,No,11,90
4,Inquisitive Alchemist,No,11,91
1,Inquisitive Alchemist,Yes,11,91
4,"Ky, Awakened Master",No,11,92
4,Guardian Angel,No,11,93
4,Primal Sketch,No,11,94
1,Primal Sketch,Yes,11,94
4,Rune of Trickery,No,11,95
2,Rune of Trickery,Yes,11,95
4,Boiling Geyser,No,11,96
1,Boiling Geyser,Yes,11,96
4,Bottled Insight,No,11,97
3,Bottled Insight,Yes,11,97
4,Cyber Skimmer,No,11,98
5,Obstructive Flicker,No,11,99
1,Obstructive Flicker,Yes,11,99
4,Rooted Observer,No,11,100
3,Rooted Observer,Yes,11,100
4,Runic Transformation,No,11,101
1,Runic Transformation,Yes,11,101
4,Balm,No,11,102
6,Tandem Shieldbearer,No,11,103
2,Tandem Shieldbearer,Yes,11,103
3,Tormented Crown,No,11,104
5,Wild Asri,No,11,105
1,Wild Asri,Yes,11,105
4,Cyber Hyena,No,11,106
4,Hidden Crusader,No,11,107
4,"Jufi, Sprite Seer",No,11,108
5,Merciless Officer,No,11,109
4,Misthelm,No,11,110
2,Misthelm,Yes,11,110
4,Plunged into the Sea,No,11,111
1,Plunged into the Sea,Yes,11,111
4,Reflector,No,11,112
4,Rolling Fog,No,11,113
2,Rolling Fog,Yes,11,113
4,Rule the Skies,No,11,114
2,Rule the Skies,Yes,11,114
4,Shockwave Elemental,No,11,115
4,Shockwave Elemental,Yes,11,115
4,Cover From the Storm,No,11,116
1,Cover From the Storm,Yes,11,116
4,Distilled Rage,No,11,117
4,Freight Asri,No,11,118
3,Freight Asri,Yes,11,118
4,"Velise, Bear Rider",No,11,119
2,"Velise, Bear Rider",Yes,11,119
4,Gnashing Displacer,No,11,120
4,Gnashing Displacer,Yes,11,120
4,Grizzled Guard,No,11,121
1,Grizzled Guard,Yes,11,121
6,Soaring Pennant,No,11,122
1,Soaring Pennant,Yes,11,122
4,Crackling Bauble,No,11,123
1,Crackling Bauble,Yes,11,123
4,"Davia, Azurebreaker",No,11,124
4,Rune of Illusion,No,11,125
4,Rune of Illusion,Yes,11,125
4,Shadow Sketch,No,11,126
5,Afflictor,No,11,127
2,Afflictor,Yes,11,127
5,Glen Pathcutter,No,11,128
1,Glen Pathcutter,Yes,11,128
4,Glensapper,No,11,129
1,Glensapper,Yes,11,129
4,Turn For The Worse,No,11,130
4,Ransack,No,11,131
4,Relicfeaster,No,11,132
3,Relicfeaster,Yes,11,132
4,Shadowpath Intimidator,No,11,133
1,Shadowpath Intimidator,Yes,11,133
5,Soil Renewal,No,11,134
1,Soil Renewal,Yes,11,134
4,Twisted Farmer,No,11,135
1,Twisted Farmer,Yes,11,135
6,Deepcover Operative,No,11,136
4,Deepcover Operative,Yes,11,136
6,Leatherhide,No,11,137
3,Leatherhide,Yes,11,137
4,Outmatch,No,11,138
5,Stalking Assassin,No,11,139
2,Stalking Assassin,Yes,11,139
4,Thorncrawler,No,11,140
1,Thorncrawler,Yes,11,140
5,Miasma,No,11,141
4,Minister of Obeyance,No,11,142
3,Minister of Obeyance,Yes,11,142
4,Unchecked Upgrader,No,11,143
1,Unchecked Upgrader,Yes,11,143
4,Waxing Moon,No,11,144
2,Waxing Moon,Yes,11,144
4,Xumuc Poison,No,11,145
3,Ambitious Mandevilla,No,11,146
4,D'Angolo Might,No,11,147
1,D'Angolo Might,Yes,11,147
4,Elding of the Final Hour,No,11,148
4,Hypnotic Valkyrie,No,11,149
2,Hypnotic Valkyrie,Yes,11,149
4,Muck Devourer,No,11,150
2,Muck Devourer,Yes,11,150
4,Send a Message,No,11,151
2,Send a Message,Yes,11,151
4,Subversion Slug,No,11,152
4,Toxic Cloud,No,11,153
1,Toxic Cloud,Yes,11,153
4,Fall to Ruin,No,11,154
4,Inciter of Madness,No,11,155
4,Praxis Blueprints,No,11,156
6,Searing Strike,No,11,157
4,Málaga Amphitheatre,No,11,158
4,Speardancer,No,11,159
2,Speardancer,Yes,11,159
4,Marshal Izia,No,11,160
1,Marshal Izia,Yes,11,160
4,Rakano Blueprints,No,11,161
2,Rakano Blueprints,Yes,11,161
6,Queen's Elite,No,11,162
2,Queen's Elite,Yes,11,162
4,Overclocked Sentinel,No,11,163
2,Overclocked Sentinel,Yes,11,163
3,"Pisto, Ever-Churning",No,11,164
4,Mechanized Constructor,No,11,165
4,Skycrag Blueprints,No,11,166
1,Skycrag Blueprints,Yes,11,166
4,Prowling Amaruq,No,11,167
1,Prowling Amaruq,Yes,11,167
4,Burnished Grenahawk,No,11,168
4,Tandem Training,No,11,169
5,Stonescar Blueprints,No,11,170
2,Stonescar Blueprints,Yes,11,170
5,Skullbreaker,No,11,171
4,Disgraced Cadet,No,11,172
2,Disgraced Cadet,Yes,11,172
4,Sanguine Reaper,No,11,173
1,Sanguine Reaper,Yes,11,173
4,Combrei Blueprints,No,11,174
2,Combrei Blueprints,Yes,11,174
6,Gavel's Insight,No,11,175
4,"Teryius, Martial Master",No,11,176
1,"Teryius, Martial Master",Yes,11,176
4,Nobles' Enforcer,No,11,177
3,Nobles' Enforcer,Yes,11,177
5,Elysian Blueprints,No,11,178
1,Elysian Blueprints,Yes,11,178
4,Mandatory Retirement,No,11,179
6,Ring of Glamour,No,11,180
4,Launching Asri,No,11,181
3,Launching Asri,Yes,11,181
2,"Entratius, Beckoning",No,11,182
1,"Entratius, Beckoning",Yes,11,182
4,Xenan Blueprints,No,11,183
1,Xenan Blueprints,Yes,11,183
4,"Aymar, Dark Summoner",No,11,184
4,Lurking Feeder,No,11,185
1,Lurking Feeder,Yes,11,185
4,Clinging Scavenger,No,11,186
4,Hooru Blueprints,No,11,187
1,Hooru Blueprints,Yes,11,187
4,Freeze Out,No,11,188
4,Raildriver Trainee,No,11,189
4,Stormhalt Concoction,No,11,190
4,Stormhalt Concoction,Yes,11,190
6,Argenport Blueprints,No,11,191
1,Argenport Blueprints,Yes,11,191
4,Collapse,No,11,192
1,Collapse,Yes,11,192
4,A Life For A Life,No,11,193
4,A Life For A Life,No,11,193
4,D'Angolo Racketeers,No,11,194
1,D'Angolo Racketeers,Yes,11,194
2,Death's Doorstep,No,11,195
4,Feln Blueprints,No,11,196
1,Feln Blueprints,Yes,11,196
4,Voltage Generator,No,11,197
1,Voltage Generator,Yes,11,197
5,Surprise Raid,No,11,198
1,Surprise Raid,Yes,11,198
4,Foraging Tri-Toe,No,11,199
2,Foraging Tri-Toe,Yes,11,199
4,"Sindar, the Corruptor",No,11,200
4,Prism Stone,No,11,201
4,Camouflaged Soldier,No,11,202
4,Hired Cutthroat,No,11,203
1,Hired Cutthroat,Yes,11,203
5,Manufactured Force,No,11,204
4,Undercover Enforcer,No,11,205
4,"Javan, the Steel Crest",No,11,414
4,"Javan, the Steel Crest",Yes,11,414
4,Gemblazer Cannon,No,11,415
4,Gemblazer Cannon,Yes,11,415
4,A New Beginning,No,11,416
4,A New Beginning,Yes,11,416
4,Vara's Authority,No,11,417
4,Vara's Authority,Yes,11,417
4,"Quinn, Master Tracker",No,11,418
4,"Quinn, Master Tracker",Yes,11,418
4,"Raniya, Never Caught",No,11,419
